Name,City,State,Zip,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,LowDoc,Sector,ApprovalMonth,IsFranchise,clean_DisbursementGross,MIS_Status,clean_ChgOffPrinGr,clean_GrAppv,clean_SBA_Appv
"Speech Technology Associates,",WESTFORD,MA,1886,"FLAGSHIP BANK, A DIVISION OF",MA,24,7,1,0,0,2,1,0,51,Sep,0,300000.0,1,0.0,300000.0,150000.0
OVERLAND TRADING CO,WESTFORD,MA,1886,BANK OF AMERICA NATL ASSOC,RI,84,130,0,0,0,0,0,0,44,Mar,0,750000.0,1,0.0,750000.0,600000.0
CARPET WORLD INC*CARPET REALTY,WILMINGTON,MA,1887,NEW ENGLAND CERT. DEVEL CORP,MA,300,56,0,0,0,0,0,0,0,Jun,0,410000.0,1,0.0,410000.0,410000.0
DBA GETCHELL MOTORS & THE TRAI,DANVERS,MA,1923,DANVERSBANK,MA,300,9,0,0,0,0,0,0,0,Aug,0,170000.0,1,0.0,170000.0,119000.0
GEORGE'S FRAME SHOP,GLOUCESTER,MA,1930,SANTANDER BANK NATL ASSOC,MA,68,1,1,0,0,0,0,1,0,Sep,0,15200.0,1,0.0,15200.0,12160.0
DATA MARKETING SOLUTIONS INC.,MARBLEHEAD,MA,1945,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,51,Aug,0,263568.0,1,0.0,50000.0,25000.0
OLIO RESTAURANT,CANTON (TOWN OF),MA,2021,CITIZENS BANK NATL ASSOC,RI,84,10,0,0,10,1,1,0,72,Jan,0,266893.0,1,0.0,65000.0,32500.0
BAB-FAR EQUIPMENT CORP,MILLIS,MA,2054,GE CAP. SMALL BUS. FINAN CORP,TX,240,20,0,0,0,0,0,0,42,Jul,0,800000.0,1,0.0,800000.0,600000.0
"THE INN AT SCITUATE HARBOR, IN",SCITUATE,MA,2066,MOUNTAINONE BANK,MA,300,1,1,9,1,1,0,0,72,Jun,0,1440000.0,1,0.0,1440000.0,1296000.0
AFFORDABLE HOUSING CLEARINGHOU,BOSTON,MA,2113,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,0,0,53,Oct,0,25000.0,1,0.0,25000.0,12500.0
LaLaa Nation,Boston,MA,2115,"BUSINESS LOAN CENTER, LLC",FL,68,1,1,0,1,1,0,0,42,Aug,0,20000.0,0,18731.0,20000.0,17000.0
DELUX CAFE & LOUNGE,BOSTON,MA,2118,AURORA BANK FSB,CO,240,8,0,0,0,0,0,0,72,Nov,0,176000.0,1,0.0,176000.0,132000.0
"J & D IMPORTS CO., INC.",ROXBURY,MA,2118,NEW ENGLAND CERT. DEVEL CORP,MA,240,33,0,15,18,0,0,0,0,Mar,0,500000.0,1,0.0,500000.0,500000.0
Jose Feliz dba Amazing Auto Se,BOSTON,MA,2121,BANK OF AMERICA NATL ASSOC,NC,81,3,0,0,0,1,1,0,81,Nov,0,69170.0,1,0.0,27500.0,13750.0
BLANCHARD LAW OFFICE PC,DORCHESTER,MA,2124,CITIZENS BANK NATL ASSOC,RI,84,2,0,1,2,1,1,0,54,Feb,0,358770.0,1,0.0,100000.0,50000.0
"OMAR & OSCAR JEWELRY, INC.",East BOSTON,MA,2128,CITIZENS BANK NATL ASSOC,RI,84,6,0,0,6,1,1,0,44,Aug,0,109284.0,1,0.0,45000.0,22500.0
"MATT'S AUTO BODY, INC.",JAMAICA PLAIN,MA,2130,BOSTON PRIVATE BK & TR CO,MA,240,4,0,0,0,1,0,0,81,Sep,0,250000.0,1,0.0,250000.0,187500.0
AUTO DEPOT INC,BOSTON,MA,2131,CITIZENS BANK NATL ASSOC,RI,84,6,0,1,6,1,1,0,81,Mar,0,127350.0,1,0.0,75000.0,37500.0
LEES 2 MARKET,ALLSTON,MA,2134,CITIZENS BANK NATL ASSOC,RI,84,1,0,1,2,1,1,0,44,Dec,0,94597.0,1,0.0,90000.0,45000.0
"Dumont Priority Management, In",BRIGHTON,MA,2135,EASTERN BANK,MA,84,2,0,4,2,1,1,0,54,Jul,0,21365.0,1,0.0,15000.0,7500.0
"Virdi, Inc.",CAMBRIDGE,MA,2139,SANTANDER BANK NATL ASSOC,DE,4,2,0,1,2,1,0,0,72,Feb,0,18000.0,0,11799.0,18000.0,9000.0
JAMES MOURADIAN DBA  MOURADIAN,CAMBRIDGE,MA,2140,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,44,Apr,0,18845.0,1,0.0,12000.0,6000.0
DIESEL CAFE INC,SOMERVILLE,MA,2144,CAMBRIDGE TRUST COMPANY,MA,84,3,1,0,0,1,0,0,72,Mar,0,65000.0,1,0.0,65000.0,52000.0
MOM'S LAUNDRY,SOMERVILLE,MA,2145,"TEXTRON BUSINESS CREDIT, INC.",RI,84,2,1,0,0,0,0,1,81,Jun,0,55000.0,1,0.0,55000.0,44000.0
"OLUFEMI A. OGUNTOLU, DMD, P.C.",REVERE,MA,2151,CAPITAL ONE NATL ASSOC,VA,84,5,0,1,5,1,0,0,62,Jan,0,50000.0,1,0.0,50000.0,25000.0
"Hurwitz Health Care, LLC",MEDFORD,MA,2155,MIDDLESEX SAVINGS BANK,MA,60,1,1,10,10,1,0,0,62,May,0,63000.0,1,0.0,63000.0,31500.0
"KRUEGER SERVICES, LLC",QUINCY,MA,2169,CITIZENS BANK NATL ASSOC,RI,55,2,1,0,2,1,1,0,44,Jan,0,137300.0,0,74028.0,75000.0,37500.0
FIRESMART BUILDING TECHNOLOGY,QUINCY,MA,2170,ROCKLAND TRUST COMPANY,MA,12,10,0,5,10,1,1,0,0,Jun,0,205273.0,1,0.0,150000.0,75000.0
YOUNGER CORP DBA BURGER KING,WATERTOWN,MA,2172,COMMERCE BANK & TRUST COMPANY,MA,120,56,0,0,0,0,0,0,0,May,1,775000.0,1,0.0,775000.0,434000.0
"TARANTINO INSURANCE AGENCY, IN",ARLINGTON,MA,2174,BANK OF AMERICA NATL ASSOC,MA,12,1,0,0,0,0,1,0,52,Jun,0,25000.0,1,0.0,25000.0,12500.0
AIGNER ASSOCIATES,BELMONT,MA,2178,BANK OF AMERICA NATL ASSOC,RI,84,4,0,0,0,0,0,0,54,Feb,0,60000.0,1,0.0,60000.0,48000.0
"WALKER BUSINESS SYSTEMS, INC.",BELMONT,MA,2178,DANVERSBANK,MA,84,5,0,0,0,0,0,1,0,Sep,0,65000.0,1,0.0,65000.0,58500.0
MRCS,STONEHAM,MA,2180,BANK OF AMERICA NATL ASSOC,NC,74,2,0,0,2,1,1,0,54,Aug,0,141087.0,1,0.0,60000.0,30000.0
"PATRIOTS DISPOSAL, INC",WELLESLEY HILLS,MA,2181,BANK OF AMERICA NATL ASSOC,MA,60,4,0,0,0,0,0,0,0,Sep,0,60000.0,1,0.0,60000.0,42000.0
Wildfish LLC,BOSTON,MA,2210,CITIZENS BANK NATL ASSOC,RI,60,25,0,5,25,1,0,0,42,Jun,0,100000.0,1,0.0,100000.0,50000.0
INTEGRAY SYSTEMS,BOSTON,MA,2215,BANK OF AMERICA NATL ASSOC,RI,12,3,1,0,0,0,0,1,0,Jun,0,10000.0,1,0.0,10000.0,9000.0
John Santilli's Collision/Serv,BROCKTON,MA,2301,HARBORONE BANK,MA,84,28,0,0,28,1,0,0,81,Oct,0,350000.0,1,0.0,350000.0,315000.0
"SILVERADO CONSTRUCTION, INC.",HANOVER,MA,2339,CAPITAL ONE NATL ASSOC,VA,13,3,0,0,3,1,0,0,23,Oct,0,75000.0,0,29169.0,75000.0,37500.0
John M. Donoghue dba Wicked Ho,HOLBROOK,MA,2343,ROCKLAND TRUST COMPANY,MA,60,1,1,0,1,2,0,0,31,Jul,0,10000.0,1,0.0,10000.0,5000.0
Accurate Elevator and Lift Co.,Middleboro (census name middle,MA,2346,HARBORONE BANK,MA,24,18,0,2,20,1,1,0,23,Feb,0,75000.0,1,0.0,50000.0,25000.0
"DWPW, LLC",WEST BRIDGEWATER,MA,2379,CITIZENS BANK NATL ASSOC,RI,36,1,1,0,1,1,0,0,44,Jun,0,8000.0,1,0.0,8000.0,4000.0
BORTELL/STROUD ASSOCIATES INC,LEXINGTON,MA,2421,BANK OF AMERICA NATL ASSOC,RI,48,12,0,0,12,1,1,0,23,Nov,0,50000.0,1,0.0,50000.0,25000.0
Airo Sports,Brookline (town of),MA,2445,RTN FCU,MA,24,1,0,0,1,1,1,0,31,Apr,0,25000.0,1,0.0,50000.0,25000.0
KENNETH A LAWTON DPM PC,BROOKLINE,MA,2446,CITIZENS BANK NATL ASSOC,RI,82,2,0,0,2,1,1,0,62,Mar,0,48649.0,1,0.0,20000.0,10000.0
SKIN INNOVATIONS SPA,NEWTON HIGHLANDS,MA,2461,CITIZENS BANK NATL ASSOC,RI,84,3,0,2,3,1,0,0,81,Jul,0,25000.0,1,0.0,25000.0,12500.0
COMPUTER SERVICE INTERNATIONAL,WATERTOWN,MA,2472,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,0,0,54,Jul,0,5000.0,1,0.0,5000.0,2500.0
AIRZONE COMMUNIVATIONS INC,WATERTOWN,MA,2472,CITIZENS BANK NATL ASSOC,MA,84,3,0,0,3,1,1,0,51,Feb,0,35000.0,1,0.0,35000.0,17500.0
DOMANI SOFTWARE SERVICES CORP,ARLINGTON,MA,2474,BANK OF AMERICA NATL ASSOC,RI,48,4,0,2,4,1,1,0,54,Sep,0,214264.0,1,0.0,100000.0,50000.0
SECURITY MANAGEMENT PARTNERS,ARLINGTON,MA,2474,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,1,0,54,Sep,0,169100.0,1,0.0,74000.0,37000.0
"Markantonis Enterprises, Inc.",BELMONT,MA,2478,LEADER BANK NATL ASSOC,MA,60,8,0,0,8,1,0,0,72,Dec,0,150600.0,1,0.0,150600.0,75300.0
FALMOUTH INN (THE),FALMOUTH,MA,2541,SOUTH EASTERN ECONOMIC DEVEL C,MA,240,19,0,8,19,0,0,0,0,Mar,0,975000.0,1,0.0,975000.0,975000.0
A CONCRETE ANSWER,MARSTONS MILLS,MA,2648,CAPE COD FIVE CENTS SAVINGS BK,MA,60,3,1,0,0,0,0,1,0,Apr,0,80000.0,1,0.0,80000.0,64000.0
WAGNER CONSULTING SERVICES INC,WEST YARMOUTH,MA,2673,BANK OF AMERICA NATL ASSOC,RI,36,1,0,0,1,2,1,0,54,Jun,0,10000.0,1,0.0,10000.0,5000.0
"SAS ENTERPRISES, INC.",ATTLEBORO,MA,2703,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,31,Nov,0,21653.0,1,0.0,30000.0,15000.0
VICTORIA FINE CONSIGNEE APPARE,ATTLEBORO,MA,2703,ROCKLAND TRUST COMPANY,MA,60,1,1,0,0,0,0,1,0,Jul,0,25000.0,1,0.0,25000.0,20000.0
HILLSIDE COUNTRY CLUB PARTNERS,REHOBOTH,MA,2769,INDEPENDENCE BANK,RI,120,32,0,0,0,0,0,0,71,Apr,0,75000.0,1,0.0,75000.0,60000.0
"POOLE MOTOR SPORTS, INC.","REHOBETH,",MA,2769,COASTWAY COMMUNITY BANK,RI,120,7,1,0,0,2,0,0,44,Sep,0,530000.0,1,0.0,530000.0,397500.0
E. R. Pion Associates,SEEKONK,MA,2771,BANK OF AMERICA NATL ASSOC,NC,84,2,0,1,2,1,1,0,23,Aug,0,34800.0,1,0.0,25000.0,12500.0
East Side Tanning,SEEKONK,MA,2771,BANK OF AMERICA NATL ASSOC,NC,84,2,0,0,2,1,1,0,81,Oct,0,9416.0,1,0.0,8500.0,4250.0
"TOBIN & CO, P.C.",TAUNTON,MA,2780,SOUTH EASTERN ECONOMIC DEVEL C,MA,240,20,0,20,0,0,0,0,0,Nov,0,316000.0,1,0.0,316000.0,316000.0
BRISTOL HOUSE OF PIZZA INC,BRISTOL (TOWN OF),RI,2809,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,5,1,1,0,72,May,0,10316.0,1,0.0,5000.0,2500.0
DATA SYSTEMS INC,CHEPACHET,RI,2814,CITIZENS BANK NATL ASSOC,RI,84,2,0,0,2,1,1,0,54,Mar,0,103774.0,1,0.0,75000.0,37500.0
JEFFREY L VIGNEAUX DBA G & J T,HARRISVILLE,RI,2830,CITIZENS BANK NATL ASSOC,RI,86,1,0,0,1,1,0,0,44,Mar,0,90000.0,1,0.0,90000.0,45000.0
Conanicut Island Energy,JAMESTOWN,RI,2835,BANKNEWPORT,RI,48,2,0,0,2,1,0,0,44,Jul,0,50000.0,1,0.0,50000.0,25000.0
LOU'S CAFE,MANVILLE,RI,2838,WASHINGTON TR CO OF WESTERLY,RI,240,4,0,0,0,1,0,0,72,Sep,0,175000.0,1,0.0,175000.0,131250.0
FRANCIS A ROSITER,NEWPORT,RI,2840,CITIZENS BANK NATL ASSOC,RI,4,2,0,0,2,1,1,0,81,Jul,0,58139.0,0,24056.0,25000.0,12500.0
Bikram Yoga Newport,MIDDLETOWN,RI,2842,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,0,61,Oct,0,10000.0,1,0.0,10000.0,5000.0
NEU SOLUTIONS FACILITIES SERVI,PAWTUCKET,RI,2860,CITIZENS BANK NATL ASSOC,RI,24,5,0,2,7,1,1,0,56,Jun,0,324973.0,0,115031.0,250000.0,125000.0
WILKEM SCIENTIFIC LTD,PAWTUCKET,RI,2860,BANK RHODE ISLAND,RI,20,11,0,0,0,0,1,0,42,Nov,0,503146.0,1,0.0,300000.0,150000.0
The Town House Restaurant,CENTRAL FALLS,RI,2863,BANK OF AMERICA NATL ASSOC,NC,84,4,1,0,4,1,1,0,72,Dec,0,5000.0,1,0.0,5000.0,2500.0
9 3/4 LANDSCAPING,PORTSMOUTH,RI,2871,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,56,Apr,0,41222.0,1,0.0,15000.0,7500.0
"DRACO ENGINEERING, INC.",PORTSMOUTH,RI,2871,BANKNEWPORT,RI,60,4,0,0,0,0,0,0,54,Sep,0,50000.0,1,0.0,50000.0,45000.0
ROBERT C DWYER DBA DWYER WOODW,NARRAGANSETT,RI,2882,CITIZENS BANK NATL ASSOC,RI,71,1,0,0,1,1,0,0,23,Jul,0,75000.0,0,37825.0,75000.0,37500.0
CONTRACT SERVICES CO,WARREN,RI,2885,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,2,1,0,81,Dec,0,8320.0,1,0.0,5000.0,2500.0
"PC Troubleshooters, Inc.",WARWICK,RI,2888,BANK RHODE ISLAND,RI,84,12,0,0,12,2,1,0,54,Dec,0,203000.0,1,0.0,250000.0,125000.0
OVERHEAD DOOR CO. OF PROVIDENC,WARWICK,RI,2888,CITIZENS BANK NATL ASSOC,RI,84,20,0,0,0,0,0,0,0,Apr,0,450000.0,1,0.0,450000.0,364500.0
DAVIES SERVICE CENTER,WARWICK (RR NAME APPONAUG),RI,2889,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,44,Jun,0,176614.0,1,0.0,68000.0,34000.0
SEVEN PLY SKATE SHOP,WESTERLY (CENSUS NAME WESTERLY,RI,2891,BANK OF AMERICA NATL ASSOC,RI,60,1,1,0,1,1,1,0,44,Apr,0,45729.0,1,0.0,20000.0,10000.0
"SHORELINE COMMUNICATIONS, LLC",WEST KINGSTON (KINGSTON (STA.),RI,2892,CITIZENS BANK NATL ASSOC,RI,2,2,0,0,2,1,1,0,51,Nov,0,105040.0,0,40972.0,50000.0,25000.0
F.J.S. ARENA CORPORATION,N. SMITHFIELD,RI,2895,BANK OF AMERICA NATL ASSOC,RI,84,6,0,0,0,0,0,0,0,Jan,0,100000.0,1,0.0,100000.0,75000.0
PIERCE PLUMBING,NORTH SMITHFIELD,RI,2896,CITIZENS BANK NATL ASSOC,RI,44,1,0,0,1,1,1,0,23,Sep,0,10959.0,0,7398.0,10000.0,5000.0
"RAPHAEL'S RESTAURANT, INC. AND",PROVIDENCE,RI,2903,INDEPENDENCE BANK,RI,204,60,0,0,0,1,0,0,72,Jun,0,325000.0,1,0.0,325000.0,243750.0
"JERMANE, LTD.",PROVIDENCE,RI,2903,BANK OF THE WEST,CA,119,23,0,0,0,0,0,0,0,Nov,0,255000.0,1,0.0,255000.0,191250.0
SIEGMUND ENVIRONMENTAL SERVICE,PROVIDENCE,RI,2905,BANK RHODE ISLAND,RI,84,7,0,0,7,1,1,0,54,Jan,0,315723.0,1,0.0,150000.0,127500.0
COIFURIUM EAST SIDE INC,PROVIDENCE,RI,2906,CITIZENS BANK NATL ASSOC,RI,84,13,0,1,13,1,1,0,81,Aug,0,59249.0,1,0.0,25000.0,12500.0
RONALD J TYSZKOWSKI  D C INC,PROVIDENCE,RI,2906,CITIZENS BANK NATL ASSOC,RI,18,2,0,0,2,1,1,0,62,Dec,0,24415.0,0,4084.0,5000.0,2500.0
D. J. HORTON & ASSOCIATES,EAST PROVIDENCE,RI,2914,CITIZENS BANK NATL ASSOC,RI,60,4,0,0,0,0,0,1,0,Jan,0,10000.0,1,0.0,10000.0,9000.0
PRECISION AUTO SALES & BODY WO,JOHNSTON,RI,2919,CITIZENS BANK NATL ASSOC,RI,60,3,0,0,3,1,0,0,81,Mar,0,15000.0,1,0.0,15000.0,7500.0
OCEAN STATE PLASTIC & SUPPLY,JOHNSTON,RI,2919,BANK RHODE ISLAND,RI,84,1,1,0,0,1,0,0,42,Mar,0,70000.0,1,0.0,70000.0,56000.0
CITY LIMIT AUTO SALES INC,SAYLESVILLE,RI,2919,BANK RHODE ISLAND,RI,24,5,0,2,7,1,1,0,42,Mar,0,50000.0,1,0.0,50000.0,25000.0
WESTERN CRANSTON LEARNING CENT,CRANSTON,RI,2920,BRISTOL COUNTY SAVINGS BANK,MA,240,1,1,0,0,1,0,0,62,Sep,0,150000.0,1,0.0,180000.0,135000.0
"FIGURES, INC. AND FIGURES TOY",CRANSTON,RI,2920,WEBSTER BANK NATL ASSOC,RI,96,8,0,0,0,1,1,0,42,Dec,0,1445023.0,1,0.0,1000000.0,750000.0
DIMEGLIO BUILDERS LLC,CRANSTON,RI,2921,CITIZENS BANK NATL ASSOC,RI,84,3,0,0,3,1,1,0,23,Jun,0,110307.0,1,0.0,50000.0,25000.0
MONITOR MAX INC,AMHERST,NH,3031,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,44,Nov,0,75100.0,1,0.0,75000.0,37500.0
"A. GOSSELIN STEEL, INC.",AUBURN,NH,3032,MERCHANTBANC,NH,84,14,0,0,0,0,0,0,31,Oct,0,155000.0,1,0.0,155000.0,139500.0
YE OLD RED BRICK INN,GREENVILLE,NH,3048,"TD BANK, NATIONAL ASSOCIATION",NH,180,22,0,0,0,0,0,0,0,Nov,0,100000.0,1,0.0,100000.0,90000.0
TOWNE SQUARE DENTAL ASSOCIATES,LONDONDERRY,NH,3053,BANK OF AMERICA NATL ASSOC,NH,12,1,1,11,1,1,1,0,62,Jun,0,25000.0,1,0.0,25000.0,12500.0
"STONYFIELD FARM, INC.",LONDONDERRY,NH,3053,BANK OF AMERICA NATL ASSOC,NH,84,80,0,0,0,0,0,0,0,Jul,0,919121.0,1,0.0,919121.0,744488.0
STENBAK DESIGN ASSOCIATES INC,LONDONDERRY,NH,3053,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,5,1,1,0,54,Nov,0,82344.0,1,0.0,12000.0,6000.0
BURKE ADVERTISING LLC,MERRIMACK,NH,3054,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,54,Jan,0,12722.0,1,0.0,10000.0,5000.0
AIR DESIGN SERVICES INC,MERRIMACK,NH,3054,CITIZENS BANK NATL ASSOC,RI,1,17,0,0,17,1,1,0,23,Apr,0,70000.0,0,69928.0,70000.0,35000.0
TRI STAR HAIR INC,MANCHESTER,NH,3054,CITIZENS BANK NATL ASSOC,NH,84,6,0,0,6,1,1,0,81,Sep,0,15000.0,1,0.0,15000.0,7500.0
BLASE ELECTRIC INC,MILFORD (CENSUS NAME FOR MILFO,NH,3055,CITIZENS BANK NATL ASSOC,RI,80,8,0,0,8,0,1,0,23,May,0,39126.0,1,0.0,30000.0,15000.0
MERRA KANAKIS CREME AND MELLOR,NASHUA,NH,3060,CITIZENS BANK NATL ASSOC,NH,84,10,0,0,10,1,1,0,54,Oct,0,145000.0,1,0.0,145000.0,72500.0
THE LITTLE QUILT SHOP,NASHUA,NH,3063,CITIZENS BANK NATL ASSOC,MA,84,7,0,0,7,1,1,0,31,Sep,0,18425.0,1,0.0,5000.0,2500.0
INTERNATIONAL GOLF FOOTWEAR,NASHUA,NH,3063,BANK OF AMERICA NATL ASSOC,RI,98,9,0,0,0,0,0,0,42,Aug,0,450000.0,1,0.0,450000.0,378000.0
F & B DISTRIBUTORS INC,SALEM,NH,3074,CITIZENS BANK NATL ASSOC,RI,84,5,0,0,5,1,1,0,81,Jan,0,84588.0,1,0.0,50000.0,25000.0
"JOE KELLY'S RESTAURANT, INC.",MANCHESTER,NH,3101,CITIZENS BANK NATL ASSOC,NH,120,4,0,0,0,0,0,0,0,Sep,0,75000.0,1,0.0,75000.0,37500.0
"REETZ, FOX & BARTLETT",SANTA BARBARA,NH,3101,COASTAL BUSINESS FINANCE,CA,240,12,0,4,8,0,0,0,54,Feb,0,218000.0,1,0.0,218000.0,218000.0
"TEAM NISSAN, INC.",MANCHESTER,NH,3103,GRANITE ST. ECONOMIC DEVEL COR,NH,240,41,0,8,33,0,0,0,44,Feb,0,245000.0,1,0.0,291000.0,291000.0
Princeton Security LLC,BEDFORD,NH,3110,SANTANDER BANK NATL ASSOC,DE,4,4,1,6,4,1,0,0,56,Feb,0,25000.0,0,23900.0,25000.0,12500.0
TEAMWORK DENTAL LLC,EPSOM,NH,3234,CITIZENS BANK NATL ASSOC,NH,84,1,0,0,1,1,1,0,31,Jul,0,35100.0,1,0.0,35000.0,17500.0
PAQUETT'S SPORTING GOODS,LACONIA,NH,3246,CITIZENS BANK NATL ASSOC,NH,84,1,0,0,1,1,1,0,61,Jul,0,5000.0,1,0.0,5000.0,2500.0
MOTORSPORTS AWARDS,LACONIA,NH,3246,CITIZENS BANK NATL ASSOC,NH,60,2,1,0,0,0,0,0,0,Jun,0,25000.0,1,0.0,25000.0,22500.0
MCB CUSTOM MADE OUTERWEAR,LINCOLN,NH,3251,CITIZENS BANK NATL ASSOC,NH,60,1,0,1,2,2,0,0,31,Dec,0,10000.0,1,0.0,10000.0,5000.0
RWW LOGGING,PLYMOUTH,NH,3264,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,2,1,0,11,Mar,0,86608.0,1,0.0,35000.0,17500.0
"FEI REAL ESTATE, LLC",CONCORD,NH,3301,CAPITAL REGIONAL DEVEL COUNCIL,NH,240,30,0,9,21,0,0,0,0,Jun,0,255000.0,1,0.0,255000.0,255000.0
"COBB HILL BUILDERS, INC.",CONCORD,NH,3301,"TD BANK, NATIONAL ASSOCIATION",NH,84,20,0,0,0,0,0,0,23,Jan,0,70000.0,1,0.0,70000.0,56000.0
"PRO-TEMPS EMPLOYMENT SERVICES,",CONCORD,NH,3302,CITIZENS BANK NATL ASSOC,RI,35,55,0,0,55,1,0,0,56,Feb,0,100000.0,0,97630.0,100000.0,50000.0
PROTOTEK SHEETMETAL FABRICAT.,BOSCAWEN,NH,3303,NORTHWAY BANK,NH,120,5,0,0,0,0,0,0,0,Feb,0,250000.0,1,0.0,250000.0,202500.0
ATLAS ADVANCED PYROTECHNICS,JAFFREY,NH,3402,"OCEAN BANK, A DIVISION OF",NH,60,12,0,0,0,0,1,0,0,Dec,0,1679453.0,1,0.0,950000.0,693500.0
"WRIGLEY, WEEKS & MARTIN, P.C.",KEENE,NH,3431,GRANITE ST. ECONOMIC DEVEL COR,NH,240,10,0,3,7,0,0,0,54,Jun,0,98000.0,1,0.0,98000.0,98000.0
PRIME ROAST COFFEE CO.,KEENE,NH,3431,SAVINGS BANK OF WALPOLE,NH,97,4,0,0,0,0,0,0,0,Jul,0,109000.0,1,0.0,109000.0,90470.0
ANTRIM MILL CORPORATION,ANTRIM,NH,3440,CITIZENS BANK NATL ASSOC,RI,84,1,0,0,1,1,1,0,53,Sep,0,105584.0,1,0.0,50000.0,25000.0
"THE VINTAGE ROSE FLORIST, LLC",FITZWILLIAM,NH,3447,MASCOMA SAVINGS BANK,VT,84,2,1,2,2,2,0,0,44,Jan,0,30000.0,1,0.0,30000.0,25500.0
"VINCENT P. PROCITA, P.C.",PETERBOROUGH,NH,3458,"OCEAN BANK, A DIVISION OF",NH,84,2,1,0,0,0,0,0,62,Jan,0,35000.0,1,0.0,35000.0,31500.0
SIGNATURE TITLE CORPORATION,NORTH HAMPTON,NH,3801,"OCEAN BANK, A DIVISION OF",NH,84,1,1,0,0,0,0,1,54,Dec,0,30000.0,1,0.0,30000.0,27000.0
R. F. HUNTER CO. INC.,DOVER,NH,3820,CITIZENS BANK NATL ASSOC,RI,84,7,0,0,7,1,0,0,31,Jun,0,160000.0,1,0.0,250000.0,125000.0
CLARK D STEERE PLUMBING SERVIC,DOVER,NH,3820,CITIZENS BANK NATL ASSOC,NH,84,2,0,0,2,1,1,0,23,Mar,0,24961.0,1,0.0,20000.0,10000.0
SUBWAY SANDWICHES AND SALADS,DOVER,NH,3820,"TD BANK, NATIONAL ASSOCIATION",NH,84,5,1,0,0,0,0,1,0,Aug,1,50000.0,1,0.0,50000.0,45000.0
OLD SALT EATING & DRINKING,HAMPTON,NH,3842,GRANITE ST. ECONOMIC DEVEL COR,NH,240,25,0,25,0,1,0,0,72,Aug,0,519000.0,1,0.0,581000.0,581000.0
"STEVEN HOFMANN, DMD",NORTH CONWAY,NH,3860,"TD BANK, NATIONAL ASSOCIATION",NH,60,4,1,0,0,0,0,0,62,Feb,0,75000.0,1,0.0,75000.0,67500.0
"DOVER FLEXO ELECTRONICS, INC.",ROCHESTER,NH,3867,GRANITE ST. ECONOMIC DEVEL COR,NH,240,49,0,7,42,0,0,0,31,Jul,0,215000.0,1,0.0,215000.0,215000.0
SANDRA MCCLEARY DBA PAWSITIVE,ROLLINSFORD,NH,3869,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,0,81,Jan,0,26905.0,1,0.0,10000.0,5000.0
"BANANA TREE, INC.",SEABROOK,NH,3874,GRANITE ST. ECONOMIC DEVEL COR,NH,240,28,0,12,16,0,0,0,0,Sep,0,238000.0,1,0.0,238000.0,238000.0
STRATHAM MOBIL SERVICE,STRATHAM,NH,3885,CITIZENS BANK NATL ASSOC,NH,84,6,0,0,6,1,1,0,44,Sep,0,82229.0,1,0.0,70000.0,35000.0
"ANCHORAGE BAY LANDSCAPES, INC.",BIDDEFORD,ME,4005,BANGOR SAVINGS BANK,ME,84,3,0,0,0,0,0,1,0,Nov,0,45000.0,1,0.0,45000.0,40050.0
"GRANITE HILL PHYSICAL THERAPY,",BRUNSWICK,ME,4011,"COASTAL ENTERPRISES, INC.",ME,240,23,0,8,15,0,0,0,0,Jan,0,258000.0,1,0.0,258000.0,258000.0
LAKE REGION MARINE SERVICES,CASCO,ME,4015,KEYBANK NATIONAL ASSOCIATION,ME,84,2,1,0,0,0,0,1,0,Apr,0,36000.0,1,0.0,36000.0,28800.0
"LIL' RASCALS, INC.",SANFORD,ME,4073,CAPITAL ONE BK (USA) NATL ASSO,VA,67,18,0,12,18,1,1,0,62,Feb,0,124796.0,0,46492.0,50000.0,25000.0
MALCOLM POTTLE BUILDER,SCARBOROUGH,ME,4074,BANK OF AMERICA NATL ASSOC,RI,48,2,0,0,2,1,1,0,23,Dec,0,271951.0,1,0.0,100000.0,50000.0
